sample_index,timestamp,time_s,source_file,activity_hint,L1_g,L2_g,L3_g,L4_g,L5_g,L6_g,L7_g,L8_g,L9_g,L10_g,L11_g,L12_g,L13_g,L14_g,L15_g,L16_g,L17_g,L18_g,total_g,p_fore_g,p_arch_g,p_heel_g,p_medial_g,p_lateral_g,cop_x_mm,cop_y_mm,cop_ap_norm,cop_ml_norm,cop_ap_dot_norm_s,cop_ml_dot_norm_s,gait_state,stance_phase,tau_proxy_pf_nm,tau_proxy_pf_nm_clipped,activity_pred,quality_flags
1363,2026-05-14 23:01:28,68.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1364,2026-05-14 23:01:29,68.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1365,2026-05-14 23:01:29,68.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1366,2026-05-14 23:01:29,68.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1367,2026-05-14 23:01:29,68.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1368,2026-05-14 23:01:29,68.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1369,2026-05-14 23:01:29,68.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1370,2026-05-14 23:01:29,68.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1371,2026-05-14 23:01:29,68.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1372,2026-05-14 23:01:29,68.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1373,2026-05-14 23:01:29,68.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1374,2026-05-14 23:01:29,68.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1375,2026-05-14 23:01:29,68.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1376,2026-05-14 23:01:29,68.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1377,2026-05-14 23:01:29,68.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1378,2026-05-14 23:01:29,68.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1379,2026-05-14 23:01:29,68.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1380,2026-05-14 23:01:29,69.000000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1381,2026-05-14 23:01:29,69.050000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1382,2026-05-14 23:01:29,69.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1383,2026-05-14 23:01:29,69.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1384,2026-05-14 23:01:30,69.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1385,2026-05-14 23:01:30,69.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1386,2026-05-14 23:01:30,69.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1387,2026-05-14 23:01:30,69.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1388,2026-05-14 23:01:30,69.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1389,2026-05-14 23:01:30,69.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1390,2026-05-14 23:01:30,69.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1391,2026-05-14 23:01:30,69.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1392,2026-05-14 23:01:30,69.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1393,2026-05-14 23:01:30,69.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1394,2026-05-14 23:01:30,69.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1395,2026-05-14 23:01:30,69.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1396,2026-05-14 23:01:30,69.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1397,2026-05-14 23:01:30,69.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1398,2026-05-14 23:01:30,69.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1399,2026-05-14 23:01:30,69.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1400,2026-05-14 23:01:30,70.000000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1401,2026-05-14 23:01:30,70.050000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1402,2026-05-14 23:01:30,70.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1403,2026-05-14 23:01:30,70.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1404,2026-05-14 23:01:31,70.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1405,2026-05-14 23:01:31,70.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1406,2026-05-14 23:01:31,70.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1407,2026-05-14 23:01:31,70.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1408,2026-05-14 23:01:31,70.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1409,2026-05-14 23:01:31,70.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1410,2026-05-14 23:01:31,70.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1411,2026-05-14 23:01:31,70.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1412,2026-05-14 23:01:31,70.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1413,2026-05-14 23:01:31,70.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1414,2026-05-14 23:01:31,70.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1415,2026-05-14 23:01:31,70.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1416,2026-05-14 23:01:31,70.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1417,2026-05-14 23:01:31,70.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1418,2026-05-14 23:01:31,70.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1419,2026-05-14 23:01:31,70.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1420,2026-05-14 23:01:31,71.000000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1421,2026-05-14 23:01:31,71.050000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1422,2026-05-14 23:01:31,71.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
1423,2026-05-14 23:01:31,71.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,0.000000,488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
