source_file,cycle_index,start_sample_index,end_sample_index,start_time_s,end_time_s,stance_duration_s,swing_duration_s,peak_total_g,loading_rate_g_s,cop_ap_excursion_norm,cop_ml_excursion_norm,peak_tau_proxy_pf_nm,tau_proxy_impulse_nm_s,activity_hint,activity_pred,quality_flags
2026-5-14_stair2_left.csv,0,2,394,0.1,19.7,19.65,0.0,6698.0,82460.0,0.636438,0.672133,2.755408,39.095798,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,1,437,513,21.85,25.65,3.85,2.15,25931.0,99300.0,0.688672,1.113965,18.742861,25.291146,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,2,536,571,26.8,28.55,1.8,1.15,18981.0,80880.0,0.467942,0.361957,8.480664,6.929034,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,3,592,640,29.6,32.0,2.45,1.05,17496.0,61420.0,0.39452,0.466588,7.389606,2.6765,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,4,692,714,34.6,35.7,1.15,2.6,24919.0,233900.0,0.407391,0.840407,5.658762,2.275699,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,5,725,738,36.25,36.9,0.7,0.55,22852.0,41800.0,0.416713,0.286186,10.915971,1.653602,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,6,747,761,37.35,38.05,0.75,0.45,26566.0,157380.0,0.328402,0.493615,18.944584,6.454656,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,7,770,783,38.5,39.15,0.7,0.45,21654.0,99380.0,0.427378,0.560544,11.453466,2.79103,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,8,795,805,39.75,40.25,0.55,0.6,23791.0,95840.0,0.33401,0.583521,16.702321,5.637026,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,9,815,827,40.75,41.35,0.65,0.5,21923.0,36240.0,0.525566,0.948391,15.071629,2.832381,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,10,837,850,41.85,42.5,0.7,0.5,26005.0,208840.0,0.510478,0.946166,18.338362,7.308185,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,11,861,877,43.05,43.85,0.85,0.55,24542.0,239140.0,0.575656,1.070157,17.897969,4.096066,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,12,886,1058,44.3,52.9,8.65,0.45,94000.0,1491840.0,0.459349,0.632953,76.309897,139.288102,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,13,1066,1076,53.3,53.8,0.55,0.4,28483.0,20680.0,0.133531,0.384493,16.272618,6.85469,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,14,1085,1098,54.25,54.9,0.7,0.45,27259.0,90880.0,0.203627,0.826619,16.363766,7.018405,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,15,1108,1119,55.4,55.95,0.6,0.5,29263.0,21760.0,0.283241,0.644057,12.67824,6.07446,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,16,1128,1139,56.4,56.95,0.6,0.45,36098.0,163560.0,0.38375,0.214661,18.660089,6.936518,stair2,ambiguous_stair,
2026-5-14_stair2_left.csv,17,1150,1569,57.5,78.45,21.0,0.55,24343.0,86740.0,0.296806,0.182565,7.355403,2.598355,stair2,ambiguous_stair,
